hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
270,"""Spacious room for its price, comfortable and well maintained.""","""The room temperature in the bathroom was not very comfortable.""",7,Couple
270,"""Excellent hotel for business trips, clean rooms and polite staff.""","""Occasional operational noise disturbed the otherwise quiet atmosphere.""",8,Couple
270,"""Great breakfasts and a convenient cafeteria on the first floor.""","""Minor discomfort due to technical sounds, although manageable.""",7,Family
270,"""Comfortable beds, clean linen, and overall very pleasant experience.""","""Facilities are good overall, but small issues with noise reduce comfort slightly.""",7,Family
271,"""Good hotel with a convenient location. The room was clean and comfortable, the staff were friendly and helpful during the stay.""","""Wi-Fi connection was unstable and kept disconnecting. It was inconvenient for work and online activities.""",8,Family
271,"""Very nice place to stay for a short trip. Clean room, comfortable bed and polite personnel. Everything was fine.""","""The room was cold and the heating did not work properly. We had to use an electric heater.""",8,Couple
271,"""Spacious room, clean bedding and a pleasant atmosphere. Breakfast was tasty and the service was good.""","""Hot water took too long to run, sometimes up to 10 minutes. This was very inconvenient.""",7,Couple
271,"""Great location near shops and public transport. The hotel is quiet, clean and suitable for business trips.""","""The staff were not very welcoming and communication could be improved.""",7,Couple
271,"""The room was cozy and well-equipped. Staff were responsive and check-in was quick and easy.""","""The ventilation in the room was not working, which made the air feel stuffy.""",9,Family
271,"""Nice hotel with good value for money. Clean rooms, friendly staff and a decent breakfast.""","""We requested a double bed but received two separate beds instead.""",8,Couple
271,"""Overall a pleasant experience. The room was comfortable, clean and the hotel staff were attentive.""","""There was no phone in the room, so for any request we had to go to the reception.""",8,Couple
272,"""Clean and cozy place with a pleasant interior, friendly staff, and tasty food. Everything needed for a comfortable stay is provided.""","""Breakfast was rather limited and could be more varied for the price.""",7,Family
272,"""Amazing mountain views from the room and even from the sauna area. The pool is warm and the atmosphere is very relaxing.""","""The room was cold and the heating did not work properly, Wi-Fi signal was weak.""",7,Family
272,"""Very comfortable stay with clean rooms, soft bedding, and delicious breakfasts. Perfect place to unwind.""","""Staff were not very friendly at times, which affected the overall impression.""",7,Family
272,"""Great location in the mountains with stunning scenery, fresh air, and a beautiful terrace to enjoy the views.""","""Internet connection was unstable and hot water took a long time to get warm.""",7,Family
272,"""Everything was excellent: clean room, good service, friendly staff, and a calm, cozy environment.""","""Ventilation did not work well, making the room uncomfortable.""",7,Family
272,"""Nice hotel with beautiful views, warm rooms, and all necessary amenities. Breakfasts were filling and tasty.""","""Some parts of the hotel look outdated and need renovation.""",7,Couple
272,"""Perfect place for a peaceful getaway. Quiet, clean, warm, and very welcoming.""","""The room did not fully match the booking description, which was disappointing.""",7,Couple
273,"""Beautiful natural surroundings with fresh air and stunning scenery.""","""Service quality was extremely poor and did not meet basic expectations.""",7,Couple
273,"""The location is peaceful and far from city noise, perfect for nature lovers.""","""The accommodation felt outdated, like an old Soviet camp, with broken furniture and leaking taps.""",8,Couple
273,"""Some local eco-friendly products like honey and kumys were very tasty.""","""There were not enough power outlets, and charging devices was inconvenient.""",7,Couple
273,"""The area is great for hiking and outdoor activities.""","""The food was very limited, repetitive, and unsuitable for guests with dietary restrictions.""",6,Business-taveler
273,"""Nice place to disconnect from the city and spend time in nature.""","""I was almost hungry during my stay due to the lack of vegetables and healthy options.""",8,Couple
273,"""The environment feels authentic and close to traditional rural life.""","""Many advertised facilities like the pool and wellness services were not working.""",6,Family
273,"""Good option for travelers who enjoy simple conditions and outdoor tourism.""","""This place is not suitable for guests who value comfort, cleanliness, and modern standards.""",6,Family
241,"""Very friendly staff, some of them even spoke a bit of English, which was a pleasant surprise.""","""Furniture and bathrooms are outdated and clearly need renovation.""",7,Family
241,"""Rooms were spacious with high ceilings, a separate living area, and good Wi-Fi connection.""","""Very weak internet connection, sometimes only available in the hallway or lobby.""",7,Family
241,"""Excellent location in the city center, close to restaurants, shops, and main attractions.""","""Rooms are small in some categories, with worn carpets and old interior elements.""",8,Family
